room id,review count,star rating,Accuracy,Communication,Cleanliness,Location,Check In,Value,comments
,,,,,,,,,This pizza is sooo good! I always bring people visiting from out of town here and they always love it. Overall I love the environment and love that you can see them making the pizza BUT there is definitely not enough seating. I wish the seating was a little bit better and that it was better for bringing my kids along.
9384282,50,5,10,10,9,10,10,10,"One pizza is huge! The three of us got the San Gennaro, which was quite delicious and big enough for 3 of people. I wasn't a huge fan of the crust because it was kind of burnt but I can still dig it. 



The seating is free for all and you eat off of napkins. It can get pretty warm in the summer and you're sitting close to a lot of people. 



It's BYOB and you have little plastic cups at your tables, which is awesome. I asked someone working there for a wine opener and I had to open it myself, which is chill, but they could've helped. 



Parking can be scarce during peak hours."
,,,,,,,,,"Best wood fire pizza in Atlanta! Being half Italian and living in Italy for 3 years of my young, impressionable life, has made me an underrated expert in pizza, ya know? Maybe not, but I do know good pizza and Antico is it! Nothing beats the classic margherita pizza, but I've also tried no slice I didn't like. I prefer partnering my pie with the accompaniment of a flavored sanpelligrino--which they have a good selection of--and then a side dish of more pizza! Antico is authentic Italian and doesn't fluff up their pizza with msg, heavy dough, or too much cheese. They use fresh imported ingredients and make it hot every time! 



Oh, and the gelato/coffee joint next door is the PERFECT place to finish off your meal. It is equally as excellent (and shares the same owners)."
,,,,,,,,,"The best pizza I have had outside of Italy! The food itself is unbelievable (you can never go wrong with anything that you order) and the atmosphere of the restaurant itself totally adds to the authentic vibes. Try to eat in the area around the open wood-fired stove if you can. This is a must try, even if you're just visiting for a day!"
,,,,,,,,,"I'm not from Atlanta but this pizza is remarkable. Soft, delicious crust, solid ingredients, and no heartburn dripping grease. Solid pizza, and the wait on a Friday evening was impeccable for such a fresh made pizza."
,,,,,,,,,"First time here. Had to try this place out since there were over 2000 reviews, most positive. As you walk in, you order at the counter and find your seat. As my brother was ordering the pizza, I looked for seats. Found some within 5mins. A friendly couple was kind enough to slide over so 6 of us can sit together. We were there on a Monday evening around 7:30pm and the place was full. We were excited, super hungry and tired from all the walking during the day. 



As we were looking around, we thought that the pizza was huge so we decided to just order one pizza since I typically eat only a slice or two of pizza. We ordered the San Gennaro first. It came out in less than 15mins. We started eating it and decided to go ahead and order another one. We ordered the Margherita. Both were the most popular ones we've seen. 



Overall, I thought the pizza was just okay. It wasn't anything as exciting as people said. I would have liked for the crust to be a little more crispy. Having said that, the taste of it was good. It wasn't salty or anything. I would say, I would be back to try the other pizzas they have. I loved how they severed it to us in a big pan and it is a great place to be with your friends, just hanging out."
,,,,,,,,,"The pizza here is fantastic! Love the crust, love the sauce, love the flavors! 

I have had some rude service from the ladies upfront and it can be really crowded and chaotic at dinner hours. Last time I ordered to-go thinking that would solve all of my problems but the pizza was soggy and sad by the time I got home. 

Great pizza- eat in the restaurant and don't expect great service. 



I like Amazza over in Edgewood more because they do everything right. 

The service, atmosphere and of course the ZA!"
,,,,,,,,,"This is the best Italian pizza you can find in Atlanta. It is out of this world good! Everything is fresh, the dough is made there as is the sauce and mozzarella. The Margherita pizza is my personal favorite and I add extra fresh basil on top. Also, be sure to make your own mix of olive oil, Parmesan, and peppers to dip your crust in. You won't be disappointed. You almost can't go here ever without waiting, but it really is worth it. It can be tough to find a place to sit (it's shared seating in a small room, actually you're eating in the kitchen!) but my husband and I have stood up at a counter at the edge of the kitchen many times and loved the experience and atmosphere! Also, it's BYOB (but they do sell some there too) so bring a bottle of wine or a six pack of beer! My husband and I always bring a bottle of wine and it makes the experience even more fun. To top it off, the gelato/bakery across the street is part of Antico as well and their cannolis are amazing!"
,,,,,,,,,"My pizza had a hair, now I understand why! Disgusting pizzas, disgusting employee and disgusting place. I will never go back there"
,,,,,,,,,"Probably the best pizza in Atlanta! 

I had the Margherita and it was soooo good! 

Their menu is quite short but for me it's a very good point, a sign of freshness. 

I cannot recommend it enough."
,,,,,,,,,"This is a delicious pizza! We visited at a time when there was no crowd and we were able to park in front. The woman at the counter was sufficient, not informative but kind of took it that you could read the menu and go from there. 

We ordered a margherita with mushrooms. 

The pizza tasted fresh and the crust was the real champion. It was delicious! 



The pizza does come at a premium and it's worth it."
,,,,,,,,,My party got 2 pizzas. One of them was good but the other was meh. They're going to have to do one better for 20 a pop.
,,,,,,,,,A must! Definitely try the lasagna and margarita! BYOB so bring your own wine. Best pizza in Atlanta for sure
,,,,,,,,,"Casual pizza place Italian style! Super fast (assuming the line is short) and reasonable prices. I love the casual serve yourself water and sit wherever, love that's it's BYOB, and love the pizza even more. I dare you to try the hot peppers toppings! They're super spicy, but if you want a kick you will get it. 



Don't go on a Friday night, the lines are out the door! It's also a great date night spot, especially if you're a college kid or a youngin' without a ton of money! Parking can also be an issue, but it's not too bad. 



As for what to order- from the three pizzas I've tried, I've liked them all. Just decide what you're in the mood for!"
,,,,,,,,,"Came on a Friday.....B U S Y!!! tbis was my first time here and i kept hearing about it and we finally tried it. We got a Margarhita with mushrooms and it was AMAZING. its a nice atmosphere, lots of stuff going on but.....be warned. Parking is scarce and the line can be out the door. We ate, we talked and we left bc there were plenty of people waiting to find a seat. It took about 10 minutes for our pizza to be ready. Definitely worth a visit. Loved it!!"
,,,,,,,,,"A friend of ours was visiting from out of town and after a long day of apple picking and some rainy weather, we wanted nothing but to try Antico pizza. Our friends that live near Atlanta Station have visited Antico and have raved. We were nervous for the wait on a Saturday night but thankfully the line moved quickly. 



The concept is brilliant. Everyone orders at the counter and then finds themselves a seat in the main dining room with an open kitchen. 



We ordered Margherita with Funghi (mushrooms) and Pomodorini for the 5 of us. (On another day, 2 pies wouldn't have been enough for 5 adults but this particular day we were all semi-full from a day of non stop eating.) We found seating quickly and promptly opened our bottle of wine. Antico is BYOB, bring your own booze, but I believe they sell beer. Just to be ""safe"", we brought our own wine opener and would recommend others to do the same. 



The pizza was brought out, soon after order, by one of the servers that walk around calling the order numbers. The pizza is served on a large sheet pan. Once we had our first bite, we were fans. 



From BYOB, ordering food at the counter and seat yourself, serving pizza on sheet pans rather than plates all enhances the concept and emphasizes serving the best food possible. And Antico excels at pizza. Having tasted true Italian pizza in Italy, this is the place for fantastic pizza in Atlanta."
,,,,,,,,,"This is amazing pizza. Probably the 2nd best pizza I have ever had in my life (and that does include Italy). This place has the art of the neapolitan pizza down. My friends weren't kidding, this really is the best pizza in Atlanta. 



What is super great about is that they sell wine and Perino for you to wash the pizza down with. 



What is also amazing is that the pizza comes out in 2 minutes (talk about lightening fast). 



So why not 5 star: - LOGISTICS. 



We were lucky (coming at around 2PM) that we were able to find seating, but about 3PM, there was an insane line outside the door. At a certain point they were pretty much crushing people in the dining room. Even at Lombardi's (in NYC - the first pizza place in America) it never got this crazy. I don't believe in making life miserable for customers. This is not Georgetown cupcakes."
,,,,,,,,,"Obviously, I'm the oddball on this review because both my husband and I were underwhelmed with this ""Fave"" and beloved pizza place in Atlanta. But, I'm sorry fellow foodies...this is not one of my ""Loves"". Primarily because we just didn't get enough flavor in our pies. Plus, the crust was just too soft for us. 



Granted, we're coming from a perspective of people who grew up on NYC pizza, so we're probably biased. If you're from the Northeast, then you know how crazy we can be about our pizza. Unfortunately, Antico just doesn't compare to little Italy Or our local, corner pizza spot (I promise...no shade, really). But, perhaps that's not the comparison I should be making, in all fairness. From an Atlanta perspective, I tend to like Rosa's Pizza downtown for a close NYC approximation. And, I wanted to love Antico's Bianca and Lasagna Pizzas so much, but I didn't :-(. But, PLEASE...if you are visiting Atlanta Or live in metro Atlanta, you have to try this place at least once and make your own decision. Happy Eating!"
,,,,,,,,,What a serious waste of $20. I ordered the calzoni and it was a greasy ball of dough loaded with curdy white cheese and 4 pieces of sausage and 3 pieces of broccoli rabe. The girls at the front were surly and only upon arrival did I find out that they don't cook your order until you arrive. Also the web site say they open at 11:00 so I ordered at 11:30 and arrived at 11:45 to find out they don't open until 12:00. Won't be back.
,,,,,,,,,"Authentic! Delicious! Apparently we'll-known but my first time here. While the pizza menu options are limited to pizzas on menu, they are excellent! Bring your own bottle or order wine or beer. Order at counter and then walk into kitchen and eat at the industrial- setting tables that are shared. Operatic Italian music and lots of laughter and friends. Love this."
,,,,,,,,,"Best pizza in Atlanta (and I've been told better than the pizza in itlay). 



Food: if you eat pork, I'd recommend the San Genarro. The peppers are both sweet and spicy and the sausage is perfectly cooked. If you don't eat pork, I'd go with the Pomodorini which is a white pizza with cherry tomatoes that are melting on top. All Antico pizzas have a thin crust with char on the edges. Most pizzas will run you about $20 and they feed 2 hungry people well (3 if you're not as hungry). 



PRO TIP: use the toppings station in the kitchen area. I like to mix garlic, Parmesan, red pepper, and olive oil. People who LIKE Antico don't use toppings. People who LOVE Antico do. 



Quirks: they won't change any pizza (substitutions, removing toppings, adding toppings, etc) so don't bother asking. 



Ambiance: this place is informal, crowded (unless you go at an off time), and loud. Listen carefully for your number. You'll eat off your pizza tray. There are rolls of paper towels to use as napkins. There are also cups that you can fill with water at the sinks if you don't buy a drink or BYO wine/beer which is allowed!). Don't worry if here's a long line out front since it moves faster than you think. There are tents and heaters to protect you from the weather. 



Overall this place is awesome if you want something casual and authentic."
,,,,,,,,,"For what this place is - a mid range pizza joint - it is fantastic. I got the margherita, and espresso from the place across the street, and some cheap beer. 



Note this is traditional neopolitan pizza. Thus thinner and wetter pizza."
,,,,,,,,,"There is something about Antico's pizza that other pizza places cannot mimic. 



Probably one of the best pizza in Atlanta if you come on a good day, if not, still good but not enough to ""wow"" you. 



Stopped by last night with wife and other couple to get a quick grub. Dropped in with a 6 pack of beer and ordered Sofia and Capriciosa Pizza. 



None of their pizzas packs heavy flavor but just right enough to have you taste all the aspects of ingredients that go into the pizza."
,,,,,,,,,"Made it back for a recent visit thanks to the chance for lunch with Kristin B - yay! It had been too long for me to be missing this pizza (and friend) love! 



It was busy but not as crazy as I worried it would be, about 1230 on a Thu. We were able to get a whole table to ourselves, and I noticed others mostly could as well. One note- right now, they are card only - I found that odd bc I would have expected the opposite, but just so you know if you go in the next bit, be prepared! 



Our margherita with mushrooms was delicious - and I scored the leftover piece!- and all is wonderful in the world of thin, just-right-blistered pizza. One note- I think our ""server"" (it's not the right title because it's a person taking the order at the front but I am not sure what to say - orderer-ee?) said we could only add one topping - we were going to do mush and pepperoni but had to pick....maybe we misunderstood but whatever happened, we only had one topping. Prob better we just went with the veg option! 



Need to get back more often, and certainly with good company who likes to share food!"
,,,,,,,,,"I was looking for a place to eat that was convenient to Terminal West. This place had excellent reviews and even though I'm not a huge pizza eater, my husband is. So when it came time to try a spot, and if it is going to be pizza, then it better be GOOD pizza. This place hit is on all cylinders. And even though it was on a street with 3 other pizza places, this place was steady busy with in house and to go orders. 

We got the Meatball pizza, and it was so tasty. Has that floppy, but still fully cooked, crust that is a favorite of new york style pizza lovers. 

Easy enough to find a table to share with others. Bring your own wine or beer is totally acceptable. Parking is a little tricky. They are faster at delivering the pizza than you would expect...probably only 10 min for pizza to come when it is one of their standard favorites with no odd requests."
,,,,,,,,,"By far the best pizza in ATL! As good as Italy! Service is fast too, even when the dining room is packed."
,,,,,,,,,Really really good pizza. Family style dining. Prob the best pizza I've had. This is the real deal. Don't wait in line twice like i did. Go past everyone waiting get your seats look at a menu then when you're ready to order go get in line. Oh yeah you can bring your own drinks in. Next time i'll bring some red wine to go with my meal. Try it out you will not regret it.
,,,,,,,,,"The parking here is very, very limited. The cashier wasn't really helpful. I don't speak Italian, thus didn't really understand the menu. Its first come, first serve seating, so you have to fend for yourself in finding a seat and no one cleaned off our table. The pizza is amazing though. It costs about $20 - 24. Water is $1.75 and soda and juices are $2.75. So, bring your wallet. The atmosphere is neat. The food tastes like all of the ingredients are fresh. We really enjoyed it. But my group of 11 had to split up for seating."
,,,,,,,,,Brought the family this time around... They loved it!!! Best pizza I have ever tasted... Please don't change a thing... #pizza #mustvisititaly
,,,,,,,,,Very unique pizza dining experience. If you like pizza this is a must-visit. Definitely very crowded and loud but that's a part of the appeal.
,,,,,,,,,"The food is great! Best pizza I've had in Atlanta for sure. The 4/5 rating is because the people at the registers are not friendly and rude. She didn't even say hello. Literally the only thing she said was the price... Each time I come, it's the same grumpy lady. Management should defiantly hire friendly people to speak to customers and take orders."
,,,,,,,,,"Let me say this, my husband love this place, as do all the other Georgia Tech Alums I know. 



I am not really a fan. The atmosphere is fun and the family style seating lets you meet lots of new people, but the pizza is just not for me. It tastes doughy and undercooked and feels really oily and soggy. 



It seems to be that you love it or hate it."
,,,,,,,,,"This is one of those places where you confidently bring your friends telling them this is the best pizza in Atlanta. I haven't had one person disagree. If they ever left Antico secretly longing in their hearts for Stevie B's, Little Caesars or Cicis, may they be judged and disciplined by higher powers at the appropriate juncture. 



There are strong preferences in the pizza world whether it be Chicago or NY style, but regardless of previous preference going in, once you try Antico you'll be won over. 



Welcome to Italian style. All ingredients are imported. The dough is charred yet chewy. The toppings are fresh. Dip the crust in some EVOO and crushed garlic as you wonder where this has been all your life. 



Made to order and thrown into a brick oven set to inferno churns out a perfect pizza in a very quick timeframe. You can accompany it with a bottle of wine if your bring it yourself. 



To conclude, stop by across the street for an espresso and some gelato to fill in whatever remaining crevasses exist in your insides."
,,,,,,,,,"Antico Pizza is the most authentic pizza i've ever had. Food is ordered at the counter and then you find your own seat at communal tables. Either you can sit in a smaller dining room or in the large dining area. The large dining area is in the kitchen area where you can see the chefs and cooks making the pizza right in front of you. They have air conditioners but it still gets pretty hot from the ovens. 



Pizzas come out really fast, like 5 to 10 minutes fast. Apparently, the ovens are so hot they flash cook the pies. The crusts are extremely crispy"
,,,,,,,,,"The reviews are true. The pizza is good and the dining area if u wanna call it that is somewhat odd. Community wood tables and stools... bar and table stools....so if crowded u will be eating with some of folks u don't know! 

The pizza is $20 bucks for the Margherita and $4 extra to add pepperoni. It's made in about 5min. I went on a Monday about 5pm and it wasn't crowded at all. 

Only had one problem, when I walked in the door I was completely ignored, the cashier lady was texting on her celly. I actually had to say something to her a couple of times to get her attention so I can place my order. All in all that wasn't a big deal and once I start eating I was ok! 



Parking is behind the building. 

This was my second time coming last time they ran out of dough on a weekend visit. 



Worth a try!"
,,,,,,,,,"Their website claims it to be the BEST EFFING PIZZA IN THE STATES. when i read that, i instantly thought, ""that's a helluva bold claim."" But they showed me what's up! By far the best pizza i've had outside of Italy. Doesn't matter which toppings, it's all in the dough. I'm from Chicago, but i would fly back to Atlanta just for this. If i had to pick one thing to eat for the rest of my life, it would be pizza. This, hands down, would be my choice in pizza. 



Now, if only, there's an Antico in Chicago. *hint hint* i hear Chicago is known for great food, so you'd fit right in. 



Brownie points for quick and efficient service! 



Warning: no bathroom? I think it was outside? Nothing like wondering around the entire restaurant in greasy pizza hands trying to find the toilet. Thought that was weird for a decent sized establishment. There is a sink to wash your hands though!"
,,,,,,,,,"This place is unlike any restaurant I've ever seen. You order once you walk in from one of their specialty pizzas. All pizzas come in one size and all the ingredients are flown in fresh and dough made fresh daily. The ovens heat up to 1200 degrees, so the pizzas cook in just around 90 seconds. You can bring your own alcohol and you can even eat in the kitchen! There are no plates or silverware, but they have plenty of napkins and little condiments everywhere. If you can, try the peppers in olive oil. You will love it! 



The pizza is some of the best you can get in midtown Atlanta, and it is a great place to go with a group of friends and enjoy a nice time!"
,,,,,,,,,The pizza is delicious best pizza in Atlanta. The service is super fast despite it being a little bit busy. It is four stars because one lady works there everyday and is rude. They also only have one bathroom.
,,,,,,,,,I can't believe I didn't rate this place until now. Best pizza in Atlanta. That's all there is too it. BYOB!! Social European style table environment. That's it. Nothing negative; unless they really do make the dough from crack.
,,,,,,,,,"Good pie in Napolitano style, excellent crust flavor, interesting topping selections"
,,,,,,,,,"On a road trip, based on reviews, stopped for lunch. It was an awesome authentic Italian experience all the way around."
,,,,,,,,,"I've lived in Atlanta for way long and I just had Antico for the first time on Thursday. 

And then again on Friday. 

And then again on Saturday... 

This is THE. BEST. PIZZA. EVER!!!! 

Seriously."
,,,,,,,,,"One of the best pizzas I've ever had!! Make sure you get here early if you want to guarantee you have a seat when they first open. My friend and I got here 15 minutes before they opened on a Friday and there was already a short line. Otherwise, you should wait until 12:30pm or so to avoid the initial rush, but it can be difficult to find seating. Most of the seating is communal style with large tables and benches, so you'll likely end up sitting next to strangers. 



There is only one size of pizza available, but different options for the toppings. You can also order calzones and they have cannolis or sfogliatelle for dessert options. We opted to try the highly recommended San Gennaro (Salsiccia, Sweet Red Pepper, Bufala, Cipolline, $22, yelp.com/user_local_phot… ), which was delicious!! The crust was SO good, with a crispy exterior but soft and chewy interior. It was airy and fluffy, and didn't sink to the bottom of your stomach like a leaden weight after eating it. The topping combination was also perfect, and the tomato sauce nicely flavorful. We were able to finish this pizza as two girls, since it was difficult to stop eating although we were definitely full at the end. We also loved the Sides for the pizza: Parmesan Cheese, Marinated Peppers, Red Pepper Flakes, Chili Paste ( yelp.com/user_local_phot… ), especially the marinated peppers and red pepper flakes. 



I would definitely come back here for more pizza if I'm back in the Atlanta area- I can see why they've been profiled for Food Network!! Parking can be difficult since they don't really have a lot and street parking is limited."
,,,,,,,,,"I had two slices, the Margarita and the Lasagna pizza. Both of them were amazing. The Pizzas are that perfect New York style and still manage to load up the toppings (something that's low-key hard to find in a New York Style pizza joint). 



I had them hot, saved some later for when they were cold, it was still out of this world. 



Recommend honestly any kind of pizza from this place, phenomenal."
,,,,,,,,,Tried almost every type of pizza here. Love this place for the quick service and fresh ingredients they use.
,,,,,,,,,"I don't do lines. And I don't do the whole scavenger hunt for a seat thing. At Antico you have to do both. 



It was V-day and my mommy was in town and wanted to try their pizza, so I endured both. It really was a drag having to desperately scan the room for seats, but thankfully we found a place for our party of three. 



The pizza was good. We had the San Genaro, but I can promise you I won't be back until they add a hostess stand and designated seating for a more civilized dining experience."
,,,,,,,,,"Been here a few times and the experience has been pretty consistent: 

- Surley and unfriendly front counter staff that treats you like an inconvenience 

- Overpriced & limited beverage selection 

- Difficult parking situation 

- Excellent, excellent pizza (a bit chintzy with the toppings by American standards but not by Italian standards) 

- Very quick service! You can get a terrific pizza here about as quickly as you can have a fast food meal once you park. 



My 3-star rating is because the smarmy front counter staff diminishes the experience. I don't want to drop $20-$30 on a meal and be treated like I'm a bother by the cashier. I'd give the food a solid 4.5 to 5 stars. 



Last time I was there I tried their gelato place across the street afterward. It was great and actually had friendly staff working there!"
,,,,,,,,,I prefer a crunch in crust. Floppy making it hard to handle. Margarita pizza only had two big leaves of basil with chewy stem. Delicious sparkling Prickly pair and orange drink.
,,,,,,,,,"I really love their pizza. Definitely one of the best of its kind. 



The reason for 4 stars versus 5 is the inability to get something that doesn't set you back at least $30. There is only one size, and it is rather large so you need to share it with one or two other people. It makes it quite an expensive pizza lunch. 



That said, it is worth it in my opinion. I would just love to be able to go by myself for lunch since I work about a block away."
,,,,,,,,,"Wow. Definitely not going to return to this location again. Something needs to be done about the rude staff-- specifically the cashiers. Everyone else was nice. Puts a sour taste in your mouth when you go to an establishment for the great pizza and end up having your initial encounter with the place involve some miserable, angry employee who is supposed to provide hospitality and service, and instead leaves you wanting to slap her mama for the lack of etiquette and manners. 



Normally, food outweighs service for me but this is the second visit in a row where the cashier was unbelievably rude. A couple friends and I were in line and we made separate orders. Upon completing my order, my friend stepped up to go next. The girl looks at him and rudely tells him he has to get back in line (mind you, the line was out the door at this point). Uh WHY? She goes ""because you can't order again."" Uh, I'm sorry, ""again??"" These are two separate orders for two different tabs from two separate people, both of whom were waiting patiently in line. She had an attitude during the entire encounter and was so extremely rude-- all it takes to do your job is count the correct change and smile and she couldn't do it right. I don't even care if she wasn't friendly.. But downright RUDE? No. You're in the service industry lady. Get it together. 



Definitely won't be coming back here. Hopefully their Avalon location is better so if I really want their pizza again, maybe I will give that location a try. This terrible encounter makes me not want to ever go back because I don't want to support an establishment with such a low level of hospitality and service. This is my second critical review of their service and I hope they rectify this soon. If I could give negative stars, I would. Such a shame because the food is great."
,,,,,,,,,"Pizza was amazing, served up super-quick. Communal dining meant a short wait for seating on a Friday night but fellow patrons made room. Very enjoyable experience!"
14944415,4,5,10,10,10,10,9,10,"Definitively solid pizza, however, the hype is a little overblown. I would suggest car pooling if you come because parking is limited and people turn into novice drivers in that area if things get tight."
,,,,,,,,,"I don't know if I had Antico on an off day, but it did not live up to all of the hype. The crust, sauce, cheese and toppings were all just average to me. I left very disappointed after everything that I had heard about Antico."
,,,,,,,,,"Stopped by on a Monday after lunch rush to try out this spot for the first time. Ordered the San Gennaro pizza and it was delicious. Pizza was very fresh, service was quick, and place had a nice family style atmosphere. 



Quality of ingredients was a bit better than your average pizza spot, so I expected the price range of pizzas. I usually don't eat pizza crust, but this crust was very flavorful so I couldn't resist. 



Would definitely stop by again the next time I visit the Atlanta area."
,,,,,,,,,"Had a great time here yesterday with friends from out of town. This pizza is some of the best I've tried and certainly better than in Italy (I haven't been to Napoli so clearly I missed out because these people know what they're doing). We brought two bottles of wine and they kindly provided us a cork screw. The girls in the front weren't the most pleasant of species but I'm not deterred nor give a damn about them. 



We ordered the lasagna and the pomodorini pizzas and both were superb, but definitely liked the lasagna better. Next time I'm having the spicy ones! Full meal for less than $50 with wine! Can't beat it."
11786145,20,5,10,10,10,10,10,10,"Great tasting Pizza. 



Crust is cooked not burnt but slightly charred. 

The cheese, I love the smell of the cheese right before I take a bite. 

Toppings are hearty. 



Pricey for a pizza, but it is hella better than california pizza in my opinion."
,,,,,,,,,"What can I say that hasn't already been said? This pizza is absolutely amazing. Yes, it's a little pricey, but honestly for the quality of ingreedients I think it's more than fair. Plus, any cheaper and the lines would just be even longer than they already are. 



I've never had an issue with parking (in their lot or on the street) or finding a seat exactly where I wanted to be. I love getting here every chance that I get. 



Tips: It's BYOB so don't forget to bring along your favorite wine or beer. I would try to get here as close to opening as possible as it can get very crowded and they stop baking when the dough runs out. I tend to come at about noon on Saturday."
,,,,,,,,,"Oh so good pizza! 



Delicious, authentic, informal atmosphere, community tables, roll of brown paper towels for napkins, delivered on large cookie sheet. All of this makes for a great experience for a group of diners. 



And did I mention the taste is 'Oh so good!' 



Must go there!"
,,,,,,,,,"The best gourmet pizza in Atlanta by far! IMO. You can't go wrong with St Genaro and Margherita. 



It's usually packed during weekends so if you don't like it too crowded come on a weekday. 



It's BYOB but if you weren't able to bring your own, they have some available for purchase. It's communal seating too which frankly, I'm not a very big fan of but I come for the pizza anyway!"
,,,,,,,,,"Good, but did not live up to the hype. We have been to pizza heaven (Pepe's, Sally's, and Bar) in New Haven, CT and have not been able to find anything close. Pizza at Antico simply too doughy, and not interesting enough."
,,,,,,,,,"Pizza is delicious. Pizza is fantastic when it's from Antico. The dining is very open and communal. Once we ordered our pizzas the search for a table was on. It reminded me of the college dining hall days where you search for that group of people who is almost done eating and you wanna play it cool that you want their table without forcing them to leave. 



This is the 1st place I've been to or heard of a restaurant having BYOB. BYOB people! Paying a little extra for the fresh ingredients is worth it because #1 the flavor is amazing. And #2 byob brings some savings. 



A great pizza option is margarita and add sausage. The place is very open and great atmosphere. You can see the pizzas being made to help you drool while you wait. 



Overall, bring your own drinks, be patient with getting a table and enjoy the delicious pizza."
,,,,,,,,,"I adore this pizza. Closest to what I am used to from my growing up days in Boston and my visits to Italy. Wish they weren't so particular about what toppings you can have as far as substitutions. I know they're saying it's being authentic but that does not jibe with my visits to Italy and Naples in general. Still the quality of the ingredients, the flavors, and the atmosphere cannot be beat in Atlanta. I love all those chard bubbles on the crust!!"
,,,,,,,,,"Pizza is really good...actually, it's great. 



Only complaint, but a big one for me, is that a tiny 8 ounce bottle of Coke/Diet Coke is $3. That's equivalent to $4.50 for a regular 12 ounce can or $7.50 for a regular size 20 ounce bottle. I can usually consume a 20 ounce bottle with my meal but I really cannot justify paying $6-7 for a normal soft drink serving. 



I know the restaurant is extremely successful (and I eat here on a semi-regular basis) but I would personally eat there more frequently if my 16 ounces of Diet Coke didn't cost $6."
,,,,,,,,,Amazingggggg. Had this place a few weeks ago. Their Caesar salad has anchovies and was the best Caesar I've had ever. The arugula salad was super good too! Great prices for what you get it as well.
,,,,,,,,,"This pizza was some of the best I've ever had, and I've eaten in places from NYC to Italy. Just overall fantastic. 



Loved the paper towel plates too"
,,,,,,,,,Prime example of a restaurant living off of past rating. Staff is completely rude. There are better gourmet pizza parlors in the city sans overly entitled staff and mangers. Won't get my business again.
,,,,,,,,,"One of very few BOY wine restaurants in Atlanta. It's a small Italian restaurant with delicious pizza. The only downfall is the space. It leads to a communal environment; however, it's very hard to get a table. It's first come, first serve - fight for your own."
,,,,,,,,,"Although the pizza is worthy of 6 stars (not just 5), I can't come up with any valid reason why Antico won't allow a customer to leave an ingredient off the pizza. I understand the ""no substitutions"" rule (speed of service, etc), but I know I'm not the only person in Atlanta with a severe allergy or other severe aversion to certain ingredients. Antico's policy basically tells me (and those people with similar issues as me) to go f*ck myself if that one ingredient is on a pizza I otherwise want to order. 



Each pizza is made to order & the guy is making the pizza 3 feet from where I ordered it. Please explain why it's impossible to leave off the onions or the mushrooms or whatever. It would take less time if the pizza maker left that ingredient off!! Seriously, I don't get it. Giovanni, you're not that special. 



So, I love their pizza but their policies make zero sense to me. Which would explain why I've eaten here just twice even though I live within walking distance. I know they're raking in the dough so they don't need my business, but I can't possibly rate them higher when I know my dining experience wasn't as amazing as it easily could (should?) have been. Unless they change their rules, I won't be back. 



PS - learn the English language. ""No substitutions"" doesn't accurately convey your policy. Asking to ""hold the onions"" isn't a substitution request by any meaning of the word. Your dumb policy should say ""No modifications."" Until next time, I'll be at any number of their competitors: Varasano's, Double Zero, etc."
,,,,,,,,,Very savory original Italian pie. Very fresh ingredients that create a wonderful experience!!
,,,,,,,,,"If I'm paying $21 for a pizza, I wouldn't expect to get a pizza that skimps on ingredients. I ordered the Margherita pizza, which only had five or six basil leaves. While the pizza was good, it definitely would have been better with more basil. Most of my slices were just cheese and tomato sauce. Minus one star for that. Additionally, the woman working behind the counter was less than pleasant, which is another reason why I docked a star."
,,,,,,,,,"Such a cool place! You order a pizza and then sit down at picnic tables where they'll bring it out to you. You're allowed to bring whatever drinks you want which makes for a great time! The pizza comes out fairly quickly too, which is awesome."
,,,,,,,,,"Bit pricy for pizza but the wood fire brick touch is a game changer. Melt in your mouth pizza, thin crust: what more could you ask for! We arrived ten minutes before opening and there was already a decent line- testament to how good this place is. Don't worry though, the line moves quickly! I'm not much of a pizza person but this place really satisfied me and my friends!"
,,,,,,,,,"Went for my first time today and was greeted by a woman who didn't seem to really care to take our order. After telling her what we wanted three times she finally rang us up and decided to take a personal call and then tell us our total, the whole situation really bummed me out and was in a bad mood the rest of the time there. It's hard to enjoy great food in an atmosphere that almost feels unwelcoming!"
,,,,,,,,,"Pizza is pretty good, I've gotten burnt pizza a few times as well as still raw dough when they are really busy and rushing. Definitely get it to go because the seating is horrendous and lines are crazy! 

The pizza is good, don't get me wrong, but there are quite a few places in Atlanta where you can get good pizza if you don't want to deal with crazy crowds and the possibility of no seats."
,,,,,,,,,"Absolutely delicious Pizza! Some of the best in Hotlanta! You order when you come in and the menu is a bit confusing, but if you can get over that, the pizza is delicious."
