room id,star rating,Accuracy,Communication,Cleanliness,Location,Check In,Value,comments
,,,,,,,,Awesome apartment.  Really modern 2br apartment right in the heart of Austin.  Walking distance to a lot of bars and restaurants.  Jason was a great host and provided us with a ton of information in advance of our stay.  I would 100% rent from Jason again if I were visiting Austin. 
,,,,,,,,"THIS PLACE IS AMAZING! I stayed in Jason's condo for ten days and didn't want to leave! You can read all the other reviews to understand how great the place is, and how excellent Jason's hospitality is, so I won't elaborate further on what's already been said. I will say that the location is perfect! I could walk to tons of restaurants and bars, and even an great donation yoga studio. We had several movie nights and dinners in because the view is better than at any restaurant in town. This is a great condo to just relax in. Oh, and the photos show a small two-person dining table, but now Jason has added a great four-person set. I am really picky about beds and bathrooms and loved Jason's place! "
,,,,,,,,"Great spot for downtown access.  Jason was a great host.  Clear, simple instructions to get the the unit."
,,,,,,,,Jason's place was amazing. It comes exactly as advertised and has an ideal location. Jason provided great directions for access to his condo and even provided helpful suggestions for things to do/see while in Austin. I would highly recommend this spot for your stay in Austin. You will not be disappointed.
,,,,,,,,"Jason sent an extensive letter prior to us arriving with complete details of how to find his place, how to get in, places to eat and visit in his area.  This loft is very easy to find and in a great location!  Plus, it was nicer then we had expected.  Love the dining table with attached stools!  The Kuerig Coffee maker complete with different flavors of coffee was so welcome. It was also wonderful to have the air conditioning already on when we arrived in 98 degree weather.
If your visiting Austin I would highly recommend this listing."
,,,,,,,,Fantastic space! great location! Would love to stay there all the time but not always available. Exactly as advertised.
,,,,,,,,Jason's got a great spot with everyone you need to hang out in Austin. Walkable everything with convenient small touches - not always easy to find! Easy to coordinate with a very responsive. I'd happily recommend and would stay here again. 
,,,,,,,,Jason was a great first AirBnB experience! The location was absolutely perfect and even better than in the pictures. He answered all my question very promptly and was a cool guy. 
,,,,,,,,Had a wonderful stay at Jason's loft!  Great location and loft is beautifully decorated! Easy & detailed instructions for all aspects of our stay were provided. Jason was a wonderful host!  Hope his place is available for our next trip to Austin!!!
,,,,,,,,"We had an awesome stay at Jason's modern loft! The place was super clean and we had everything we needed, including some toiletries and coffee. The location is perfect as there are tons of cool bars and restaurants within walking distance. Other parts of town are just a very short cab or uber away. Jason was very quick to respond to all my questions and made this a very easy booking.  I would highly recommend staying here if you are in the Austin area!"
,,,,,,,,Absolute perfect AirBnB experience! Fantastic apartment and great attention to detail by Jason who was communicative and accommodating throughout! Thank you for a wonderful stay and we look forward to staying in Austin again one day! 
,,,,,,,,"Place was perfect for two couples visiting Austin for the first time. Place is clean, has needed amenities, and is a unique space. It has great views of the Austin city line and access to multiple neighborhoods. Owner was very helpful and gave detailed instructions for accessing the place. 

"
,,,,,,,,Had a great stay at Jason's apartment. It's an awesome place in a great location. 
,,,,,,,,"This is a great apartment, the location is very convenient however a little sketchy, we were happy to walk around during the day but took taxis at night. 

The apartment was very well fitted out, great for two couples with large bedrooms and two bathrooms. Very decent size living areas. 

We enjoyed our stay and would happily recommend this. 

Jason provided us with details of surrounding areas restaurants etc which were very useful. "
,,,,,,,,"Where do we begin??  Jason is a wonderful host and was terrific to deal with (even dealing with my many, many questions).  So helpful and provided us with some great Austin recommendations.  Jason's place is fabulous - absolutely as described, super clean, well equipped and the location is superb.  It was tough to leave.  "
,,,,,,,,"The was my first time trying airbnb and it will be extremely difficult for me to find a better place than this one.  The photos of the place look amazing but seeing it in person was even better.  The host was very clear with instructions and answering questions that I had...highly, highly, highly recommend this place."
,,,,,,,,"We stayed at Jason's place for a few days  and then left for a separate part of our trip and came back for another 4 nights.  We left another review for our 4 nights but suffice it to say, we absolutely loved Jason's place.  The location was terrific, it is very well cared for, very clean and is very well equipped.  We would love to stay again next time we are in Austin!"
,,,,,,,,"My friends and I enjoyed our stay at Jason's apt. It was very clean and organized. It was in a convenient location. Parking was easy. Although I never met Jason, he's very helpful and easy going. Definitely recommend this place "
,,,,,,,,"Jason gave great instructions for everything along with driving directions and some recommendations of things to do around Austin, all very helpful.
Loft apartment is decorated very cool and the views of the city out the huge windows are excellent.  Unit has convenient parking and the location is close to everything you need for a fun time in Austin.  Wonderful experience all around."
,,,,,,,,Terrific space.  Just across I-35 from Downtown.  Very good instructions and easy to get in and out of.  It was a two bedroom so it was way more space than I needed so I will probably invite a friend to share the space during the next conference.  Loved the coffee machine!!   
,,,,,,,,Jason was an amazing host. Very organized and helpful. The apartment is also excellent. This is one of the best rental experiences I've ever had. 
,,,,,,,,"First airbnb experience and couldn't have been better!  Great apartment, awesome neighborhood and Jason made the whole process seamless. A+"
,,,,,,,,"Absolutely the best place ever to stay. I felt just like I was in my own place. Jason keeps the place super clean, organized and modern yet cozy! Gorgeous view ! You can't go wrong with this place! Jason is accommodating and super friendly!!!! Great location and close to everything downtown and the east side!!!!!!! Thanks Jason!"
,,,,,,,,My family and I really enjoyed our stay at Jason's! His place was absolutely beautiful and very clean. It was also very convenient to the downtown area. I would definitely recommend this place! 
,,,,,,,,Our stay at Jason's apartment was incredible. The place was immaculate and located perfectly in Austin. Jason was very helpful and clear in his communication which made our time run very smoothly. I would highly recommend if visiting Austin!
,,,,,,,,"We stayed here for Thanksgiving 2014. Very cool loft apartment extremely convenient to downtown Austin, UT and other attractions. Jason made sure we had everything we needed before arriving and left clear directions on how to gain access, area attractions and things to do. A reasonable price and overall an excellent experience."
,,,,,,,,"Jason's loft was beautiful, comfortable, clean, closeby to 6th st bars, and looks exactly as pictured.  Jason was quick and helpful with responses, and left clear and easy to follow directions.  I had a wonderful stay and would recommend this listing to anyone looking for a fun and memorable stay in Austin. "
,,,,,,,,"Jason was an exceptional host for us during a packed formula one weekend in Austin. He was very helpful in recommendations, and left us with a detailed description of how to access the unit, parking, keys and everything else needed. 
An AAA+++ experience. 
Would recommend to anyone looking to explore the downtown Austin area. 
The condo was in a great location, we walked to the 6th at nightlife. 
Condo was neat, clean and ready for guests. 

Jason was very understanding despite a mistake on my part about departure time. We stayed an extra 2 hours and he was very understanding. 
Thanks again!!"
,,,,,,,,"We had a wonderful stay at Jason's downtown loft.  The pictures are an accurate representation of the space, however, they don't do the location justice.  A great view of the Austin skyline from the windows inside as well as the outside balcony.  The condo is situated such that you walk out the door and you're just steps away from all the activity of 6th Street.  We never met Jason, but he provided all of the details needed for an easy check-in/check-out and a comfortable stay.  I would have absolutely no reservations about staying here again and will actually look forward to it."
,,,,,,,,"Jason's apartment was just perfect! We had two couples staying there, a lot of room, very clean and loved the ""coffee bar"" he has set up for guests. We felt like we were at home. It's also very convenient location to and from. We will definitely stay again!"
,,,,,,,,"Great stay!  Jason sent us an email a few days in advance complete with a detailed process of how to check in and recommended to-do's in the area.  The check-in was seamless (a total breeze!).  His place is exactly as pictured (very spacious!) and overlooks the beautiful Austin skyline.  The location is ideal - easy access to 6th Street, RAINEY Street, the highway, and downtown.  Plus, it's only 15 minutes from the airport!  Highly recommend a stay here if you are looking for a fun week/weekend in Austin."
,,,,,,,,"The apartment was clean and in a very handy location right on 6th Street. Well within walking distance of great food and places to have a few drinks, and also very close to congress. Great communication from Jason which was easy to follow so check in and out was a breeze. Also the ability to have offstreet parking was great, although we didn't use it as we relied on walking and public transport. Would definately stay again and would recommend to friends."
,,,,,,,,"Jason provided clear instructions re apartment and immediately resolved any questions and concerns we had with the property.  Jason is courteous, polite, and helpful.   "
,,,,,,,,Jason did a good job of making sure we had everything we needed for our stay at his place. The condo was great just as described. Location was perfect. Walking distance to plenty and convenient to everything
,,,,,,,,"Super lÃ¦kkert sted i Austin. Jasons' lejlighed ligger super centralt, og har en flot udsigt til Austins skyline. Som vÃ¦rt var Jason fantastisk, og han har lavet en super god guide til Austin. Lejligheden var helt som den ser ud pÃ¥ billederne, i super fin stand - og fremstÃ¥r generelt moderne."
,,,,,,,,Jason was awesome. Whole communication was great and we had a wonderful time in the really nice and modern loft. Just a few footsteps away from everything you need.
,,,,,,,,"Jason was quick to respond and very friendly. His loft was perfect for a long weekend with friends in Austin. It was in a great location -- within walking or short cab distance from all the downtown neighborhoods. Included with the apartment were all the essentials, linens, wifi, parking spot, sound system, etc.  Would highly recommend renting Jason's apartment. We had a blast!"
,,,,,,,,Everything was perfect and as promised!
,,,,,,,,"This was my first experience with airbnb and it did not disappoint!  Jasons  place was amazing! Even nicer then the pictures and such a central location to everything you could or would want to do in austin!  
His instructions were spot on and his tips for the area were impeccable.   He was overly aaccommodating and very flexible. Good lordy the bed was comfortable too!  Can't wait to go back and stay here again"
,,,,,,,,We are SO happy that we picked this apartment for our stay in Austin! The location is excellent. You can go walking to many places and have easy access to main ways in town. The apartment itself was impeccable: very clean and comfortable. The views of downtown Austin (including the Capitol) are incredible. Definitely would love to stay there again!
,,,,,,,,"This is an amazing apartment- well worth the price. It's ideally located, the view and the balcony are amazing- super comfortable, fully stocked- you couldnt ask for more"
,,,,,,,,"Jason was a wonderful host.  He left a detailed message about his apartment plus coffee and water in the fridge.  His apartment had a great view, a nice balcony and lots of room.  The apartment is close to walking distance of East 6th, Rainey Street and about 40 minute pleasant walk to South  Congress.  I would definitely stay there again!"
,,,,,,,,Jason has a great apt and it was setup perfectly. He even had coffee and water in the fridge! The place is about as good as it gets. One of the better airbnbs this far
,,,,,,,,A +++++ loved everything about it.
,,,,,,,,"Jason was great! He gave a lot of good suggestions and the apartment is in a perfect location, right near downtown and the bars."
,,,,,,,,Great place to stay while in Austin.   It exceeded all if our expectations.  Everything was as advertised and Jason was great to deal with.  
,,,,,,,,"Jason's place was fantastic!  Best possible location for 6th Street bars & restaurants and easy walking distance to the Convention Center. Ideal! 

Furthermore, Jason's communication leading up to and during our stay was excellent.  Getting keys and access to the condo was very easy.  And the place was in impeccable order when we arrived...just like in the photos!

I would highly recommend Jason's condo and will definitely plan on staying here again. Thanks Jason!
Eric D"
,,,,,,,,"Oh wow. Where to start. 
First off, the pictures fully represent how awesome this place is. It's obvious the pride that Jason takes in his home. Which, is the reason I believe  he his place is so nice and comfy. I believe this to be an excellent value considering the location. Which brings me to my next point, holy crap the location! It is right on the middle of the famous 6th street. It is a short walk to so many wonderful bars, restaurants, and food trucks. It is also, a less than 10$ cab ride to most of he rest of Austin. 

This was my first trip to Austin and Jason's place helped make it perfect. The only downside of the trip is that I had to leave.   "
,,,,,,,,"Jason's was good as advertised, great place in a great location. I would highly recommend Jason's place to anyone visiting Austin."
,,,,,,,,"This was my first time using airbnb and it was a really great experience. Jason checked in with me the day of to ask if we needed anything and also on the day that we were checking out. Really nice, relaxing, modern loft. I will be back if I ever find my way back to Austin. "
,,,,,,,,"Excellent!

- Great decor & amenities. Top notch. Looks exactly like the pictures.
- Great views of the Austin skyline
- Nice balcony for drunk-people-watching
- Easy check-in & check-out (no need to wait for someone to check you in & out)
- Great location (in the middle of 6th st). Everything is pretty much walking distance. There's a gas station & Wendy's next to the place if you need something"
,,,,,,,,The apartment was great and as listed. Everything was very easy and the accommodations were perfect.
,,,,,,,,Jason's home is top notch!   Large urban home with a balcony that overlooks the ebb and flow of 6th street.  Just an easy walk to all the different clubs and if one didn't partake in the trip on 6th sitting on the balcony people watching was at it's best!   The condo is very luxurious and comfortable.  There's a food truck nearby that makes decent breakfast burritos.   Check in and out was extremely easy.  I will recommend Jason's place to family and friends!   Top notch excellent host and home! 
,,,,,,,,"Despite my best intentions, I rarely review restaurants or accommodations, despite frequent traveling. However, I had to make sure that anyone that is visiting Austin to experience the city knew to stay at Jason's condo.

The booking process was very smooth, and Jason provided very clear directions on how to check into the condo. The location is absolutely perfect for those who want to experience the real Austin - you are able to quickly be in East Austin, as well as the famous 6th street area. Other great areas like Rainey Street are without an easy walk. U of Texas is an easy drive, and the condo is located right next to I-35 if you need to travel further. The condo has a gated parking lot, which is very convenient. 

Inside, the condo is very clean and tastefully decorated to match the modern style of the building. It also features a great view of downtown Austin. The two bedroom / two bath setup is perfect for multiple parties traveling together.

"
,,,,,,,,Stayed at the modern condo in downtown Austin walkable to everything - perfect getaway for a week - the host was very communicative 
,,,,,,,,"Can't say enough great things about my stay, Jason's place was so close to everything in the town (walking distance) comfortable, and upscale as well. I will most definitely be referring this place to anyone I know traveling to austin in the future."
,,,,,,,,Great apartment made for a great stay in Austin. Thanks Jason! 
,,,,,,,,"Jason's loft was a great find!  His place was clean, comfortable, stylish, creating a  very welcoming experience for his guests.  Walkable to the downtown core as well as to numerous trailer food parks in the area, I was happy with the location overall, even though upon arrival, the neighbourhood looked a little sketchy.  I felt very safe once we settled in.  Jason was a truly great host -- great communicator, easy to work with, paid attention to detail.  This was one of my best airbnb experiences yet.  Thank you!"
,,,,,,,,What a great place to stay. The location was perfect and made it easy to walk to many downtown locations. The apartment was clean and spacious and was a relaxing place spend our down time.   Jason was accommodating and easy to correspond with. I would definitely stay again and recommend this loft for others to stay. 
,,,,,,,,This was an amazing space and location for such an awesome price! Such a great alternative to staying at an overpriced hotel. Jason was completely reliable and responsive. Would stay here again!
,,,,,,,,"This apartment is awesome! Tons of space, beautifully furnished, and walking distance to everywhere you want to visit in Austin. 

Jason was a gracious host, the water and coffee he provided became a lifeline! 

Beds, towels, amenities were all first class. I can highly recommend this apartment to anyone looking for a great value in ATX. 

Thanks again Jason!"
,,,,,,,,All due respect to all the other Austin listings but Jason's place is THE PLACE TO STAY IN AUSTIN!!!!!  Best location in the city. Simple get in and out. Gated parking for a vehicle. BEAUTIFUL PLACE. Close to EVERYTHING. and jason is terrifically helpful. Stp deciding and BOOK IT NOW!!
,,,,,,,,"Jason has a great place. It's convenient to downtown, was very clean, and has hated parking. Jason himself was also very helpful, his directions were easy to follow. We would definitely stay there again."
,,,,,,,,"Our stay at Jason's place was great. The apartment was fantastic, located in a great part of town. The place was comfortable with a great view of the city. Checkin was very easy, and while we didn't get to meet Jason, he was always contactable and gave us a lot of suggestions on places to go and things to see. I highly recommend his place. "
,,,,,,,,"Jason's place was SPECTACULAR!!!!  It is within walking distance of downtown fun.  Our son was on military leave for the holidays and we were able to celebrate a family Christmas that reminded him of home.  Jason has a full kitchen.  We were able to cook our traditional Christmas meal, communicate with family over the internet, and watch National Lampoon's Christmas Vacation as we do every year.  The loft is as great as the pictures.  Jason was a GREAT, very responsive host and he made everthing so simple for us.  I definitely recommend this loft.  The kids loved it, my husband and I loved it, and we had a great time.  If I could give it more than five stars, I would.  

Thanks, Jason!  "
,,,,,,,,Jason was very helpful. His home was beyond beautiful. Definitely go back as soon as possible. 
,,,,,,,,"Both this property and its owner, Jason, were amazing! The condo was beautifully furnished, perfectly clean, and stocked with everything we needed from a Keurig coffee maker to hair conditioner! Additionally it had an AMAZING VIEW of downtown!!! Jason was available by call or text for any problems that we could have encountered. Jason also accommodated several personal requests. My fiancÃ© and I had just gotten engaged, and Jason provided a bottle of champagne. He also personally reviewed a list of things to do in Austin that we sent him ahead of time and provided suggestions. He even let us use his personal printer when we needed to print off something unexpectedly. Finally, we accidentally left our coats in the condo. We contacted Jason right away and he happily agreed to mail us our coats! This was an amazing place to stay close to downtown. We would definitely stay there again!"
,,,,,,,,"Jason is a pro.  Not one detail left out, very clear, very cool person.

The place was great, exactly as advertised.  Very urban feel, near some cool things (taco trucks and brew and brew are by far the best 2 things).  2 bedroom worked fine for my business partner and me.

Gated condo development near downtown.  Would strongly recommend."
,,,,,,,,"Great place, great location, had all the things we needed. Would definitely stay here again. "
,,,,,,,,This place is exactly what my wife and I were looking for. We were able to walk to sixth street or hop in the car and go exploring without any hassles. To us it just doesn't get any (URL HIDDEN) awesome place ant an awesome host. We will be back!
,,,,,,,,"We spent two nights at Jason's apartment in late October. The apartment itself is exactly what it looks like in the photographs. The apartment was extremely clean and Jason left bottles of water and coffee for us to use which was a nice touch. The apartment is beautiful, well air conditioned and it is a five minute walk from the bars at 6th street. We found it very convenient especially given that Jason had secured parking spaces for us to use inside the premises. Jason's instructions and mini-travel tips for Austin were easy to read and were very useful. Jason was also contactable at any time. I will definitely try to stay here when I come back to Austin! Thanks Jason."
,,,,,,,,Cool mod apartment. Stayed with another colleague for a business trip. Great location - walk dowtown / run on town lake trails. Easy parkng situation.
,,,,,,,,"We couldn't have asked for a better place to stay & explore Austin. It's not only a great, comfortable space but convenient to 6th st, Congress & Downtown.  Great Experience from arrival to departure!!!  "
,,,,,,,,"Simply great! Everything was set up perfectly, the location in relation to everything in Austin was absolutely convenient! I do enjoy the fact that our host, Jason, does a great job of sending over information that you might need during your stay. He also gives you a few recommendations to check out in the area, if you are at a loss on what to do in the downtown Austin area. And the fact that he also includes water bottles, little bottles of toiletries, and an abundance of towels to use is definitely top notch! Loving the selection of K-cups coffee in the morning is always a plus. The pictures say it all and more. If you're staying in the downtown Austin area to see the sights and sounds, this place is the perfect place to feel like you're home away from home. I'm definitely coming back to this apartment, whenever I am coming back to Austin."
,,,,,,,,"Great condo w/ a fabulous location Easy walk to all the 6th
Street and surrounding areas. Class A in all respects!"
,,,,,,,,"Jason's place was awesome.  Great spot for vacation in Austin.  In addition, Jason was prompt in answering our questions and facilitating the entire process.  I would definitely stay there again on another visit."
,,,,,,,,"We chose Jason's awesome, modern loft as it was close to everything great that Austin has to offer. Food, cafes, downtown and South Congress and all within easy walking distance. 

The space itself is well-appointed with great art, details and lots of room for two people. It'd be great for two couples as well. 

Lots of nice details â€”Â shampoo/conditioner/soap, towels laid out, Keurig coffee maker, impressive TV system, and just overall, that boutique-style, modern and hip style that beats all of the hotels in the area. "
,,,,,,,,"Jason's place is amazing. Huge loft style space with massive open kitchen/lounge. Both rooms were very spacious and really nicely finished. It reminded me of something from a boutique hotel. The balcony was great with a liquor store only feet away!

Perfectly located on dirty east. About 10 minutes stroll straight down the road.

Jason was great to deal with. Easy instructions on how to access the apartment and some great recommendations for restaurants and bars.

Highly recommend. If I'm ever in Austin again I would definitely stay in Jason's"
,,,,,,,,"Jason's place is IDEAL for anyone wanting to visit Austin in truest unique style. Everything from the decor to condos central location was above and beyond any expectation. It was also no small pleasure dealing directly with the owner Jason. His customer service and attention to detail were incredible!!!! We can't wait to come back!!!! Thanks Airbnb, thanks Jason and thank you Austin!"
,,,,,,,,Jason's apartment exceeded all expectations. The location and layout are ideal for any traveler.  Walking distance to every downtown location. I will always search availability for this apartment before heading to Austin. 
,,,,,,,,A great apartment in a great location with a great host. Jason made this experience really easy and his apartment was wonderful! Would highly recommend it
,,,,,,,,"Jason's apartment is really fantastic:  very spacious, well-appointed, and he goes to great lengths to make your stay as comfortable as possible.  As a former Austin-ite, I loved the location, too.  It's very close to everything to see and do in the city--you can even walk to a lot of places downtown.  Overall, I highly recommend Jason and his apartment."
,,,,,,,,"The place was conveniently located, spacious and clean. We had a great experience staying in Jason's loft. Will recommend others too."
,,,,,,,,"Great two bedroom apt close to everything. I had a conference at the Austin Convention Center/Hilton, and it was only a five minute walk door-to-door. I had a car, and Jason let me use one of the parking spots in the gated lot. The kitchen was well equipped for cooking all types of meals. Jason had a nice Keurig with a great selection of coffee to get going in the morning. Easy to communicate with via email and text messages. Would stay again. Make sure to go swimming in Barton Springs Pool in the morning and bring a mask and snorkel. There are some big bass down in the deep section!"
,,,,,,,,"Jason's place is amazing!  The pictures definitely do not do it justice.  The entire apartment is amazing laid out incredibly well and the balcony has a wonderful view of the Austin sunset.  He was an incredible host and had all the amenities a person could ask for!

We barely had to drive anywhere since there's so much to do within walking distance and when we did, his location was so central to everything that we never had to drive very far.

I had a great time staying there and I highly recommend it!"
,,,,,,,,"Great apartment. It was just as the pictures showed and described. We were very comfortable and we wanted for nothing. It was a great place for us to relax, particularly for the nights we stayed in.
Jason was a great host - providing thorough details to get to the place, instructions re equipment, even providing water & beer (great touch). 
Thanks for the suggested activities - Alamo Drafthouse Cinema was a highlight!
We highly recommend this apartment to other air bnb users."
,,,,,,,,"Jason's place is great!!!! The best view in town. It was Very clean, temp. was great during the summer,plenty of extra towels. soaps,
shampoo and more.
He really takes care of the small details! The condo is walking distance from ""the hussle and bussle"" of downtown Austin! The condo is 2 blocks from "" FRANKLIN BBQ""
We had a late flight back to Los Angeles, and Jason made arrangements that we could stay longer then Check out time"
,,,,,,,,"Awesome!  Everything is as pictured, just gorgeous and very comfortable stay.  Will definitely stay here again.  Highly recommended."
,,,,,,,,"Staying at Jason's was definitely one of the best Airbnb experiences I've had. The place was beautiful, even larger than the pictures indicate, and very, very clean. Jason was also kind enough to leave coffee, plenty of water, and great bathroom amenities. The balcony was the perfect place to unwind at the end of the day, and the location is great -- not only because of all of the cool places you can easily just walk to, but also as a starting point to getting almost anywhere in the city. Additionally, Jason was very communicative and friendly from the start, provided excellent information and instructions before we arrived, and really went out of his way to help us out. I also appreciated that Jason has a ""grown-up"" kitchen, with all that you need to prepare great meals if you choose. I would definitely stay here again, and highly recommend Jason's place to other Airbnb users."
,,,,,,,,I've been here a few times this is an amazing place amazing location and amazing host everyone would love to stay here
,,,,,,,,"This place rocks. Totally clean, totally sleek, the perfect bachelor pad. (Note: I don't know what the perfect bachelorette pad looks like, but I imagine women would also enjoy this apartment.) 

The location is perfect: striking distance to the crazy part of 6th street, but right in the cool, more relaxed part of the sixth street. Also, Jason is some sort of motocross champion and has decorated the apt with his trophies, so it's fun to imagine that YOU are a motocross champion while staying there. Vrooommm!

If it's in your price range, you won't be disappointed by this apartment."
,,,,,,,,"Jason's loft is incredible! The space is immaculate. Seriously, I have never been in a cleaner or tidier apartment. And the location is prime-- minutes from a lot of hot spots on 6th street. Fresh water and Keurig-brewed coffee were at our disposal, as well as cable tv and some seriously great water pressure. 
Plus, a few days before our arrival, Jason sent us a guest letter that had everything we needed to know and more in it: info on getting into his apartment, where to park, and tips on what to see and eat in the city. Jason's place will be first on my list should I ever make it back to Austin. "
,,,,,,,,"The apartment was beautiful, and looked exactly as it did in the pictures. Walkable to tons of bars, restaurants, etc, there was never a shortage of things to do. Also, the balcony was great at night!

Will be recommending :)"
,,,,,,,,Jasons place might be the most beautiful place I've stayed in. The pictures don't do justice for just how large the loft is. The view from the living room of the Austin skyline is quite a sight to see itself. Everything was perfect and Jason was extremely accommodating to our needs. Hands down best place to stay in Austin. 
,,,,,,,,"You would be hard-pressed to find a more incredible spot, with this much room and amenities.  A few minute walk has you in the heart of sixth street restaurants and night life.  Jason was a great host, he immediately responded to any communication and I would definitely stay again!"
,,,,,,,,"Jason's loft was a great place to stay.  Loved the decor as it fit in very well with my own design esthetic. Very centrally located, great views of downtown.  Gave lots of info about town ahead of time.  Would definitely stay there again if traveling to Austin. Thanks."
,,,,,,,,"Jason is a fantastic host, with a loft just as good.
Before arriving he gave us a sheet full of stuff to do and directions to his place.The checkin process was super easy and straightforward.
His Loft is very close to the midtown action in austin, a very easy walk to restaurants and clubs.
We stayed for the V8's at the C.O.T.A. and it was super easy to get to from here, about a 20min drive.
Thanks for a great stay Jason and highly recommended!!!"
,,,,,,,,"All of the positive reviews regarding Jason's place are spot-on! This place is ideal for visitors who wish to ""experience"" Austin in a non-traditional tourist-y way. It's truly in the heart of the East Downtown bar/restaurant scene (walking distance to Eastside Kings - a must!). At the end of our days of venturing throughout the City, this place felt like we were going ""home"" and looked forward to being there. His place is spacious, very well-kept, clean, modern, creatively inspired, and felt like a five-star accommodation. We were grateful to have the opportunity to stay there and look forward to booking it in the future."
,,,,,,,,"Awesome property, great view, classy appointed, great location with easy access to airport & walking distance to downtown.   Really enjoyed staying here and the owner Jason was great to deal with.  Top notch all the way.  Highly recommended if you get the chance to stay here while in Austin.  I know I'll be checking availability here first next time I visit Austin.  "
,,,,,,,,"My recent stay at Jason's place in Austin was nothing short of AMAZING!!  What a class act from start to finish.  The directions, access, and communication was great and effortless.  The condo is perfect!  2 great bedrooms, 2 amazing bathrooms, views of down town from every window, kick ass stereo and kitchen.  The place is located within walking distance of just about everything you need - from great restaurants to the crazy bars on 6th east.  There is a great wine store just up the street - funky food trailers all around, public transit at the door if you need it.  Jason provides some great personal touches to your stay like coffee and water waiting for you, shampoo and conditioner and soap for you.... I would recommend the place to anyone!  I will so be booking when I need to head back to Austin! "
,,,,,,,,"Jason was a fantastic host that made our first time visiting Austin such a breeze.  His loft is beautiful and is walking distance to the attractions on 6th street.  It's also half a block away from some very tasty food trucks! I've already recommended his place to my friends, and I would love to stay here again."
,,,,,,,,"From start to finish our stay was perfect! Jason sent great instructions on how to get to his place and get in.  His home is clean, modern, and comfortable and is perfectly located close to everything. The view is amazing, the bedrooms and bathrooms are large and comfy. The TV set up was great for movie watching. It was really the perfect place for our stay. We had a great time. It was my husband , my brother, his wife and I.  We are all busy parents who wanted to get away and relax and we couldn't have picked a better place!  Thank you Jason!"
,,,,,,,,"I can't say enough good about Jason, his lovely loft and the city of Austin!  We didn't end up renting a car, but because the loft is located on the edge of downtown, we were able to walk most anywhere.  When we did want to get out a bit further we just hopped a bus right below our unit on the corner.  How's that for convenience!  The bus system in Austin is great ($2.00 / 24 hour ticket) and the limited stop bus from the Convention Center out to the airport worked great on our way out of town as well. By using the (SENSITIVE CONTENTS HIDDEN) Map app for bus info made getting around super easy!   
Jason's is a top-notch host with top-notch accommodations who promptly answers any questions you may have about his place.  No need to hesitate here!  "
,,,,,,,,"Jason's loft was beautiful, clean and had GORGEOUS views of the Austin  skyline. The location was perfect for a night on 6th, a quick jog to the lake and was easily accessible from the highway. Jason's place also has all the convenience of a high-end hotel as he leaves little bottles of shampoo and conditions for guests as well as bottled water in the fridge and other amenities. We felt so at home here. I HIGHLY recommend booking a stay the next time you are in Austin!"
,,,,,,,,"Emma and I canâ€™t recommend our Austin accommodation enough. Jason is a fantastic host. Heâ€™s helpful, responsive and organised. Everything from initial contact to checking in and out went really, really smoothly. And his apartment is amazing. If you like what you see in the photos, youâ€™ll love what youâ€™ll find when you check in. Itâ€™s beautifully furnished and immaculately looked after â€“ it feels more like a five-star hotel than somebodyâ€™s house. Location is great too. Itâ€™s really close to Rainey Street which has some amazing bars (look it up). Itâ€™s also really close to 6th Street if thatâ€™s more your style. 

Emma and I only have one regret â€“ we should have stayed longer. Austin is an amazing city and we really didnâ€™t do it justice in the three days we were there. Jason â€“ you may just see us again someday. 
"
,,,,,,,,"Best place to stay in Austin! Jason's listing is a super comfortable,safe, and swanky place and walking distance to 6th St.! Jason gave us a great document on how to get to his place, as well as fun things to do around town. I couldn't recommend his place more if you're looking to stay in Austin. "
,,,,,,,,A couple of my girlfriends and I spent the weekend in this condo and it was perfect!  The condo is very clean and in a great location to walk to 6th Street bars / restaurants.  Jason was very responsive and helpful.  I would highly recommend this place to anyone!
,,,,,,,,"Jason's loft is perfect. Very clean, bright and within walking distance to all the best east side spots. I will definitely be staying here again next time I'm in Austin."
,,,,,,,,"Jason was very communicative. Getting to his place was a piece of cake with his detailed instructions. He even emailed us to make sure that we got there safely our first night. His place is great:clean, spacious, and comfortable. And it gets bonus points for being only 0.3m from Franklin BBQ. "
,,,,,,,,"Jason's loft was the perfect place to stay because of the clean and spacious layout, great location and excellent views of the downtown skyline.  Jason was a very gracious host and we definitely plan on staying here anytime we are in Austin!"
,,,,,,,,"Jason's place is great! Huge, light, airy, great decor, comfy, good location. And Jason is super helpful and easy to deal with. "
,,,,,,,,Jason's loft was amazing. Great location and extremely clean. Jason left precise directions for easy entry and was glad to answer any questions. The little extras like travel toiletries and Keurig were provided and very much appreciated. Will definitely use again! 
,,,,,,,,"Stayed here for 5 days/4 nights with some friends for the ACL festival and the apt was AWESOME.  Beautifully decorated, great amenities and perfect location.  Apartment was spotless and just a wonderful place to call home while staying in Austin.  Can't say enough good things about it!
"
,,,,,,,,"We stayed at JasonÂ´s place for 3 days during an business trip in Austin. It could not be any better. This place is just awesome, very comfortable, clean and way better than staying at a hotel. Just a few blocks away you will find many restaurants and great bars on 6th street and the convention centre is also very near. I can highly recommend JasonÂ´s place and definitely would love to come back, when IÂ´m Austin. "
